timestamp,open,high,low,close,volume,rsi,macd,atr,sma_20,sma_50,bb_upper,bb_lower,obv,ad_line,cci,target
2025-08-25 13:00:00.000,522.97,548.42,519.04,528.9,1081173.0,-8.638257422775007,0.010796691234373568,-5.283526563359589,-8.194767103636337,-6.8438421281964725,-8.697615510316426,-1.6859512619823864,-1.7750434488862858,0.0,0.0,1
2025-08-25 13:00:00.000,497.17,509.96,496.98,501.14,692214.0,-8.638257422775007,-0.03339576997152126,-5.283526563359589,-8.194767103636337,-6.8438421281964725,-8.697615510316426,-1.6859512619823864,-1.7742587868957824,0.0,0.0,1
2025-08-25 13:00:00.000,509.66,519.64,497.15,507.65,580860.0,-8.638257422775007,-0.031189180775947893,-5.283526563359589,-8.194767103636337,-6.8438421281964725,-8.697615510316426,-1.6859512619823864,-1.7736003506841427,0.0,0.0,0
2025-08-25 13:00:00.000,500.84,504.93,494.37,498.43,578316.0,-8.638257422775007,-0.05277656343638543,-5.283526563359589,-8.194767103636337,-6.8438421281964725,-8.697615510316426,-1.6859512619823864,-1.7729447982340334,0.0,0.0,0
2025-08-25 13:00:00.000,498.96,509.87,497.49,505.14,1117061.0,-8.638257422775007,-0.04422291286761082,-5.283526563359589,-8.194767103636337,-6.8438421281964725,-8.697615510316426,-1.6859512619823864,-1.7716785492015463,0.0,0.0,1
2025-08-25 13:00:00.000,492.69,507.73,477.72,488.41,884362.0,-8.638257422775007,-0.08880720336558401,-5.283526563359589,-8.194767103636337,-6.8438421281964725,-8.697615510316426,-1.6859512619823864,-1.7706760770654069,0.0,0.0,0
2025-08-25 13:00:00.000,503.07,513.56,492.23,500.86,558328.0,-8.638257422775007,-0.07566464664595447,-5.283526563359589,-8.194767103636337,-6.8438421281964725,-8.697615510316426,-1.6859512619823864,-1.7700431820938607,0.0,0.0,0
2025-08-25 13:00:00.000,511.08,513.38,491.99,503.04,1016227.0,-8.638257422775007,-0.058105295353926986,-5.283526563359589,-8.194767103636337,-6.8438421281964725,-8.697615510316426,-1.6859512619823864,-1.7688912338515201,0.0,0.0,0
2025-08-25 13:00:00.000,504.3,518.11,503.1,512.3,1000536.0,-8.638257422775007,-0.012298920942379688,-5.283526563359589,-8.194767103636337,-6.8438421281964725,-8.697615510316426,-1.6859512619823864,-1.7677570722059446,0.0,0.0,1
2025-08-25 13:00:00.000,493.1,497.21,490.64,494.18,399625.0,-8.638257422775007,-0.04569524079906619,-5.283526563359589,-8.194767103636337,-6.8438421281964725,-8.697615510316426,-1.6859512619823864,-1.7673040756644778,0.0,0.0,1
2025-08-25 13:00:00.000,512.2,530.8,480.82,501.79,1402719.0,-8.638257422775007,-0.04026846789128117,-5.283526563359589,-8.194767103636337,-6.8438421281964725,-8.697615510316426,-1.6859512619823864,-1.7657140178461481,0.0,0.0,0
2025-08-25 14:00:00.000,546.86,580.53,540.27,558.79,1081740.0,-8.638257422775007,0.1865707665572983,-5.283526563359589,-8.194767103636337,-6.8438421281964725,-8.697615510316426,-1.6859512619823864,-1.7644878070766357,0.0,0.0,1
2025-08-25 14:00:00.000,495.23,504.98,493.08,501.0,762785.0,-8.638257422775007,0.12083881249244294,-5.283526563359589,-8.194767103636337,-6.8438421281964725,-8.697615510316426,-1.6859512619823864,-1.7636231490425216,0.0,0.0,1
2025-08-25 14:00:00.000,512.61,515.11,500.2,506.46,878824.0,1.0144811691720832,0.0926615188450786,-0.021593119712502072,-8.194767103636337,-6.8438421281964725,-8.697615510316426,-1.6859512619823864,-1.7626269545287696,0.0,0.0,0
2025-08-25 14:00:00.000,494.86,501.08,493.33,498.46,494576.0,0.9731438531365715,0.036682237353745005,-0.40205650057857734,-8.194767103636337,-6.8438421281964725,-8.697615510316426,-1.6859512619823864,-1.7620663258956948,0.0,0.0,1
2025-08-25 14:00:00.000,516.42,534.28,510.43,521.18,870745.0,1.0003580388577151,0.09165385078029074,-0.21085738129913942,-8.194767103636337,-6.8438421281964725,-8.697615510316426,-1.6859512619823864,-1.7610792893651983,0.0,0.0,1
2025-08-25 14:00:00.000,510.25,517.49,496.23,507.67,607878.0,1.0003851987237051,0.07325096932008696,-0.2324926082277243,-8.194767103636337,-6.8438421281964725,-8.697615510316426,-1.6859512619823864,-1.7603902267899494,0.0,0.0,0
2025-08-25 14:00:00.000,500.84,509.63,494.66,502.65,525784.0,1.0061159304474196,0.03593252811930137,-0.15492240436182592,-8.194767103636337,-6.8438421281964725,-8.697615510316426,-1.6859512619823864,-1.7597942222017515,0.0,0.0,1
2025-08-25 14:00:00.000,488.64,507.1,479.97,496.06,957560.0,0.9937853512883367,-0.023048501613096416,0.10452442262729232,-8.194767103636337,-6.8438421281964725,-8.697615510316426,-1.6859512619823864,-1.7587087761754843,0.0,0.0,1
2025-08-25 14:00:00.000,494.71,500.63,473.06,486.61,976762.0,0.9913409633493115,-0.11180749923986828,0.0616057610779056,0.9449728389059675,-6.8438421281964725,-2.240265546945725,2.6781005013948014,-1.7576015636441453,0.0,0.0,0
2025-08-25 14:00:00.000,489.01,501.07,470.08,489.29,317374.0,0.9756289808745796,-0.1663347797406593,0.23152144573654343,0.9092021527172298,-6.8438421281964725,-2.2771189710244837,2.6698894627571983,-1.7572418030577166,0.0,0.0,1
