Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2005-11-15 00:00:00-05:00,0.26719599582998194,0.26971743921267866,0.26536222130850384,0.26620209217071533,496200000,0.0,0.0
2005-11-16 00:00:00-05:00,0.26650832965390314,0.2679597683914604,0.2600901324267219,0.2652851939201355,455280000,0.0,0.0
2005-11-17 00:00:00-05:00,0.26750136899545185,0.27728178360449307,0.26436835728234365,0.27705255150794983,703260000,0.0,0.0
2005-11-18 00:00:00-05:00,0.27796943390289097,0.2802616729637769,0.27109279869619113,0.2765170931816101,465768000,0.0,0.0
2005-11-21 00:00:00-05:00,0.27682329346840223,0.28186618051720286,0.2749895461691829,0.28140774369239807,454704000,0.0,0.0
2005-11-22 00:00:00-05:00,0.282859178548486,0.2916456892519757,0.2806430679207689,0.28889504075050354,731700000,0.0,0.0
2005-11-23 00:00:00-05:00,0.2892012574484642,0.2922572388632919,0.2865267101258384,0.2880551517009735,411948000,0.0,0.0
2005-11-25 00:00:00-05:00,0.28943046327768324,0.29134033877180066,0.2874435577235046,0.2908819019794464,116676000,0.0,0.0
2005-11-28 00:00:00-05:00,0.2916456205170252,0.29416706365555734,0.2842344494735932,0.2894304394721985,424524000,0.0,0.0
2005-11-29 00:00:00-05:00,0.27231494931102346,0.2800323829982465,0.2698696343166323,0.2710927426815033,1043136000,0.0,0.0
2005-11-30 00:00:00-05:00,0.26918200257620767,0.27758707894029083,0.26910590156716657,0.27621176838874817,575448000,0.0,0.0
2005-12-01 00:00:00-05:00,0.27850387425007245,0.28079608495786673,0.2755239948648785,0.27949684858322144,562032000,0.0,0.0
2005-12-02 00:00:00-05:00,0.2807961238924357,0.28148379266518603,0.2758293387665134,0.279573917388916,334476000,0.0,0.0
2005-12-05 00:00:00-05:00,0.2801846013805549,0.2801846013805549,0.273461070934005,0.2743779718875885,387708000,0.0,0.0
2005-12-06 00:00:00-05:00,0.27483641091026734,0.27926772999644084,0.27445407509606273,0.2755240797996521,375252000,0.0,0.0
2005-12-07 00:00:00-05:00,0.27659406696962296,0.27827471039171936,0.271244945526174,0.27598249912261963,352668000,0.0,0.0
2005-12-08 00:00:00-05:00,0.2745310700365579,0.2781216163887132,0.2706343162078254,0.2737663984298706,386664000,0.0,0.0
2005-12-09 00:00:00-05:00,0.27460716038696614,0.27804550460285676,0.270786507707875,0.27766314148902893,262896000,0.0,0.0
2005-12-12 00:00:00-05:00,0.2784278232499547,0.28232457668764216,0.2779693591658522,0.28171300888061523,281136000,0.0,0.0
2005-12-13 00:00:00-05:00,0.2822476493787383,0.2878260045452491,0.2801846695505464,0.28538066148757935,443412000,0.0,0.0
2005-12-14 00:00:00-05:00,0.28324146177233983,0.2846167994301899,0.2793447081755154,0.28270602226257324,287472000,0.0,0.0
2005-12-15 00:00:00-05:00,0.28247678476286214,0.2846167939406159,0.2762117190770783,0.2791154980659485,332724000,0.0,0.0
2005-12-16 00:00:00-05:00,0.28010850535631404,0.2827830526109705,0.2774339581016576,0.28155994415283203,1065600000,0.0,0.0
2005-12-19 00:00:00-05:00,0.28217158033621265,0.2842345877235306,0.2762118449763856,0.2768994867801666,292296000,0.0,0.0
2005-12-20 00:00:00-05:00,0.2765941603987485,0.28079624856637897,0.27307881224821323,0.27674636244773865,304356000,0.0,0.0
