Price,Close,High,Low,Open,Volume
Ticker,CVX,CVX,CVX,CVX,CVX
Date,,,,,
2005-11-17,26.95940399169922,27.250300350686196,26.78111475337935,27.025089688954015,10257100
2005-11-18,27.264381408691406,27.320683191743857,26.79050284774582,27.212770695142737,8080400
2005-11-21,27.611557006835938,27.677244458971234,27.31597152632739,27.334737579994556,8741400
2005-11-22,27.73824691772461,27.794550467718455,27.395741709365133,27.681945157531448,8163700
2005-11-23,27.545886993408203,27.8180155088799,27.30660311756333,27.68195125114405,6801400
2005-11-25,27.466121673583984,27.75701620440594,27.461428815941257,27.70540550914059,2346700
2005-11-28,26.828025817871094,27.419198733578604,26.79518297754293,27.391048750326213,6936500
2005-11-29,26.917173385620117,27.24560361495442,26.8655626908932,26.968784080347035,7474900
2005-11-30,26.889022827148438,27.30659765407137,26.83741213351963,26.964092438844688,7812000
2005-12-01,27.545886993408203,27.60219055579612,27.034474602091635,27.072010310350244,6640600
2005-12-02,27.766395568847656,27.897766924451915,27.372279712234388,27.620947432428306,7827100
2005-12-05,27.982227325439453,28.169902270815275,27.799245238088538,27.90246663702533,7668800
2005-12-06,28.141752243041992,28.376345044457615,27.7523291233886,28.005687988668683,7472700
2005-12-07,27.822710037231445,28.385733202514302,27.733565403733834,28.1839832200396,6742100
2005-12-08,27.972843170166016,28.141750261661162,27.79455394229973,27.82739678900146,9596200
2005-12-09,27.597488403320312,27.878998961250897,27.55057057359871,27.878998961250897,8588900
2005-12-12,27.954063415527344,28.052591907372598,27.63970830704006,27.7570046420368,6617000
2005-12-13,27.616268157958984,28.113603810717347,27.55527352118251,28.104221672568276,7918800
2005-12-14,27.813316345214844,27.86961989483884,27.63502714080754,27.658486058250535,8841000
2005-12-15,27.691335678100586,27.81332315254107,27.391057165815297,27.81332315254107,7054900
2005-12-16,26.982851028442383,27.77108262790885,26.95470105047587,27.710089815781252,10021200
2005-12-19,26.626291275024414,27.15177881314036,26.598139485735462,27.0673252350751,9568000
2005-12-20,26.682580947875977,26.88433087166631,26.621588116814365,26.823336250803916,8698800
2005-12-21,26.752958297729492,27.1799170450692,26.682579754512773,26.96878320521974,10767000
2005-12-22,26.79518699645996,26.950017296972252,26.715424522413578,26.76703521918462,7111600
2005-12-23,26.804576873779297,26.973483995333012,26.51368048008069,26.795192945937288,3979100
2005-12-27,26.2227725982666,26.75295261917518,26.011638803232184,26.743568696084726,9578200
2005-12-28,26.60282325744629,26.724810723088467,26.22278228598242,26.33538761486834,6665200
2005-12-29,26.494909286499023,26.879641304556063,26.48083250255975,26.616896745233817,4633700
2005-12-30,26.635652542114258,26.809250620521325,26.246227842395626,26.494897295032853,5904400
2006-01-03,27.719472885131836,27.72885501763173,26.771718210427313,26.860862787577673,13296000
2006-01-04,27.639724731445312,27.719487217336525,27.41451584920128,27.719487217336525,8838700
2006-01-05,27.301904678344727,27.663177742381134,27.142381530455932,27.53180636993179,8634800
2006-01-06,27.799236297607422,27.94937548970161,27.489573990188113,27.658481028744163,9609000
2006-01-09,27.658489227294922,27.954076632386258,27.47081428664626,27.911849860230355,6442300
2006-01-10,27.794546127319336,27.90714963012148,27.564644475247643,27.56933554211423,6969000
2006-01-11,28.076065063476562,28.151134684376196,27.517734869898106,27.785170506215607,6451300
2006-01-12,28.099531173706055,28.42796152034645,27.968159750970457,28.15114188686687,7535200
2006-01-13,28.320039749145508,28.442027203189184,28.03383628066515,28.099521970519497,5867900
2006-01-17,29.02382469177246,29.04259254738709,28.488953335364048,28.573406895828665,8751800
2006-01-18,28.573400497436523,29.089503882660168,28.366957711506412,29.080119956954178,8984000
2006-01-19,28.901824951171875,28.9722034893334,28.249657418103958,28.338803805081966,7877800
2006-01-20,28.676616668701172,29.29125030538046,28.50301853841794,29.08950040134835,11189300
2006-01-23,29.18802833557129,29.267790798016033,28.39510551722374,28.662541098137435,8962800
2006-01-24,29.112964630126953,29.427319896714145,28.995668236137885,29.112964630126953,8400100
2006-01-25,28.7423095703125,29.347559434432075,28.39980429110867,29.230263032384144,12446800
2006-01-26,28.254358291625977,28.85491530574082,28.20274758763778,28.85491530574082,14414400
2006-01-27,28.32943344116211,28.50772272085895,28.057304872464673,28.198060226362706,16687800
2006-01-30,28.503019332885742,28.549937167307675,28.06198560399731,28.549937167307675,12625000
2006-01-31,27.860244750976562,28.432650034160883,27.808634042454752,28.343505403860362,15266500
2006-02-01,27.541187286376953,28.05729058444752,27.49426766577021,27.860233547300748,11121300
2006-02-02,27.452043533325195,27.705404139483964,27.09546333153932,27.545880993732222,9142700
2006-02-03,26.97818374633789,27.536514209107366,26.917189090636448,27.26907844384955,11274800
2006-02-06,27.606882095336914,27.87900882564938,27.212766100904187,27.212766100904187,9908000
2006-02-07,27.090782165527344,27.466130354543377,27.02509466637336,27.466130354543377,9927100
2006-02-08,27.16115951538086,27.29722379607341,26.64974703777902,27.090782735223648,9877700
2006-02-09,26.69666862487793,27.667882938135666,26.616906120463696,27.269073995667522,11167100
2006-02-10,26.560590744018555,26.973474474322455,26.274387310164734,26.893712010720286,12130600
2006-02-13,26.565279006958008,27.020389454700478,26.438598723881224,26.569971863627742,8094000
2006-02-14,26.352460861206055,26.626767657523157,26.205847457085447,26.41394233029634,12426900
2006-02-15,26.46596336364746,26.65987046011346,26.248409412322562,26.41393920047425,11940500
2006-02-16,26.626771926879883,26.763926249099658,26.465970743207702,26.532182676930386,10606900
2006-02-17,27.03822135925293,27.142269669471492,26.62676037523996,26.853773394148465,10893000
2006-02-21,27.38347625732422,27.619948412209094,27.189569162484197,27.426041317369073,9605400
2006-02-22,27.071334838867188,27.383478031371947,26.915262340545066,27.383478031371947,7623200
2006-02-23,27.024049758911133,27.312546206639364,26.858519897496663,27.005131544995145,9232800
2006-02-24,27.265239715576172,27.41658174779411,27.147003640147204,27.22267465625617,8450000
2006-02-27,27.005123138427734,27.298349950424928,26.98147628046399,27.26524398844776,6204800
2006-02-28,26.711902618408203,26.882162910975794,26.593666504585148,26.81122052102599,8858000
2006-03-01,27.071334838867188,27.094981695059772,26.78283850255501,26.825403565357455,7391900
2006-03-02,26.962556838989258,27.236865430410898,26.721356012169828,27.07133562809752,10056900
2006-03-03,26.943653106689453,27.165935830879807,26.801768290394712,26.872710698542082,9471600
2006-03-06,26.413936614990234,26.891611335424795,26.395020215438343,26.83958717734388,9684300
2006-03-07,26.16329574584961,26.45652089961854,25.98830674487434,26.413955812447202,10783000
2006-03-08,26.06868553161621,26.30988809996666,25.609930853937453,26.163274738731307,14190200
2006-03-09,25.751813888549805,26.29569867487959,25.751813888549805,26.23421722347214,11726300
2006-03-10,25.576833724975586,25.822763222515242,25.425489858900868,25.609939688265143,11114000
2006-03-13,26.09706687927246,26.191656101046114,25.661957180769402,25.78965235954293,10585600
2006-03-14,26.650415420532227,26.7071700458138,26.02612897555216,26.106530459297893,10098600
2006-03-15,26.721349716186523,26.768643418807315,26.333535581450874,26.721349716186523,8740200
2006-03-16,27.307815551757812,27.444968082235924,26.617315227605022,26.726092243431136,11252700
2006-03-17,27.042964935302734,27.44969746811056,26.967293892278487,27.421320150423973,9385900
2006-03-20,26.83960723876953,27.161209725345064,26.792313498331005,26.957843394006403,6876200
2006-03-21,26.754465103149414,27.00512506287905,26.555829317131156,26.76865285811079,6231400
2006-03-22,26.71664047241211,27.07134891211724,26.603132977884684,26.68353269156378,6398400
2006-03-23,26.782846450805664,26.896352115870535,26.57948017974609,26.79703420790377,7381200
2006-03-24,27.2274112701416,27.33618827485949,26.79230325127004,26.815950112445258,9533000
2006-03-27,27.530088424682617,27.629406298854803,27.11389872220697,27.359828180879216,7296100
2006-03-28,27.364566802978516,27.842239914781885,27.345648591544336,27.624685895708666,8749800
2006-03-29,27.728734970092773,27.823324225564924,27.217954073027148,27.217954073027148,7322100
2006-03-30,27.671977996826172,28.040875881592125,27.619955624643897,27.785485454632582,6748300
2006-03-31,27.416587829589844,27.629411369260968,27.269974414044647,27.553740336365966,7363200
2006-04-03,27.591571807861328,27.998304213299402,27.53954764379747,27.59630045725831,6919400
2006-04-04,27.861160278320312,27.9746677515532,27.459158177061507,27.59631071020364,5795800
2006-04-05,28.14019203186035,28.144920682077842,27.719271801054546,27.861154761395643,6873800
2006-04-06,28.097625732421875,28.300991961519458,27.88480039916398,28.211133178205966,5212200
2006-04-07,27.738183975219727,28.23004467711231,27.61521744664208,28.22531602792363,6880500
2006-04-10,28.244234085083008,28.29152779327952,27.955737774322046,27.969925525953133,7380200
2006-04-11,28.121273040771484,28.627323394538674,28.036142906106008,28.329369727349174,7476800
2006-04-12,27.747642517089844,28.26315190044604,27.643595993022135,28.003032884067647,7136800
2006-04-13,27.799673080444336,27.880074571877426,27.430777001541454,27.61995549562181,5250200
2006-04-17,28.055063247680664,28.130734283787525,27.90372117546694,27.988851316604638,5121900
2006-04-18,28.788124084472656,28.830689151102952,28.30572059737586,28.30572059737586,9218000
2006-04-19,28.85433578491211,29.052973362354475,28.428686926060692,28.608406295339094,8220700
2006-04-20,28.390853881835938,28.816504595383343,28.08816973181994,28.70772759173008,8970100
2006-04-21,29.076631546020508,29.090819305599886,28.428697999217395,28.598958330731282,10951000
2006-04-24,28.84488296508789,29.17594263867851,28.740834608165176,29.119189809511536,11450400
2006-04-25,28.57056999206543,29.294174317873892,28.40504018032481,29.03405526907879,9434400
2006-04-26,28.480722427368164,29.223245253886617,28.376674045210812,28.580040353532716,11277400
2006-04-27,28.367212295532227,28.84015681890717,27.76184388293716,28.21114154097139,9758600
2006-04-28,28.85906219482422,29.03405108546954,28.565837225932718,28.61313093557544,8885500
2006-05-01,28.930009841918945,29.32255458378577,28.901634330842185,29.14283519569374,7225800
2006-05-02,29.700912475585938,29.771854868029543,29.034060842347976,29.11919099162431,8404900
2006-05-03,29.275257110595703,29.672530452013458,29.04824222623734,29.672530452013458,8684100
2006-05-04,29.322555541992188,29.53538090272172,28.873257959149814,29.133377042645964,9835300
2006-05-05,29.48809051513672,29.74821144810783,29.313101545434492,29.549573808760815,8666800
2006-05-08,29.32727813720703,29.488079287207633,28.98202898070505,29.32254948756268,6501300
2006-05-09,29.729286193847656,29.88062826220593,29.27052953430801,29.30363549900265,15199900
2006-05-10,29.73874855041504,29.776583169571744,29.379309745656546,29.705642582100438,10326500
2006-05-11,29.65834617614746,30.10291511604007,29.55902827413993,29.885359296796068,12982200
2006-05-12,29.029315948486328,29.705626309239054,28.929996293810262,29.677249007311755,12274500
2006-05-15,28.64151382446289,29.133374634657045,28.357746098898083,28.57057144203676,12016800
2006-05-16,28.85906219482422,29.23741728438412,28.58948408075408,28.75501386864298,9440100
2006-05-17,28.11493492126465,29.064184479915774,27.800108772802076,28.630105974919704,11008500
2006-05-18,28.000450134277344,28.45360939568243,28.000450134277344,28.11493136305877,8819400
2006-05-19,27.8907413482666,28.286658220346336,27.394651115132433,28.005222589976622,11406800
2006-05-22,27.7714900970459,28.024304517212133,27.199078406807566,27.666547438269,10186800
2006-05-23,27.714250564575195,28.429764797598445,27.642700233060943,28.129250129874368,8480700
2006-05-24,27.475727081298828,27.909805347164617,27.013029430204984,27.590210081147692,13293100
2006-05-25,28.37727928161621,28.496531586545494,27.68084443789842,27.881189256395412,11080200
2006-05-26,28.539472579956055,28.58717279093507,28.243725449017624,28.429758819340773,5325600
2006-05-30,27.881193161010742,28.658718807538882,27.862112352834906,28.62055719118721,7821700
2006-05-31,28.5203914642334,28.539472276280538,27.89073922384886,27.89073922384886,12303800
2006-06-01,28.61102294921875,28.715965597141928,28.172175184533486,28.463149383476672,11501600
2006-06-02,28.978315353393555,29.026015556157986,28.539467665093277,28.81613211648995,11399900
2006-06-05,28.31050682067871,29.235906210090885,28.29619712113817,29.22159469090391,8690000
2006-06-06,28.11016845703125,28.487006378322285,27.90505423757647,28.315282676486028,10554600
2006-06-07,27.270612716674805,28.48221641592018,27.265843425734072,28.005207257443626,13807800
2006-06-08,27.599763870239258,27.666544894358072,26.431090489220708,27.07982355719736,15265800
2006-06-09,27.44234848022461,27.819186319327773,27.342176949216327,27.64746265494424,12866100
2006-06-12,27.470966339111328,27.862113829212273,27.33263320197545,27.609299476247205,10809600
2006-06-13,27.084590911865234,27.7428643389768,27.041659996626517,27.47096914901369,14723900
2006-06-14,27.58543586730957,27.594974447586317,27.141817278986643,27.261069548543446,9987700
2006-06-15,28.348663330078125,28.49653687068323,27.771482503908235,27.809642302345814,11799900
2006-06-16,28.005216598510742,28.29142328084749,27.71424062364248,28.19124994122425,12494500
2006-06-19,27.432811737060547,28.009994534887152,27.242009055329422,28.009994534887152,8140200
2006-06-20,27.432811737060547,27.847811254610075,27.394651928572955,27.55206409550997,7998400
2006-06-21,27.80010223388672,28.234180636782376,27.42326625880856,27.43757595593987,7878200
2006-06-22,27.98137092590332,28.12924449283409,27.65223509974358,27.87642827713655,6290400
2006-06-23,28.005216598510742,28.27711176396066,27.98136649656088,28.029066700460604,6558900
2006-06-26,28.467933654785156,28.549024415010074,27.914602580274003,28.01000486615122,5870000
2006-06-27,28.668251037597656,29.283593317531206,28.601470043430407,28.62055084737694,7787700
2006-06-28,29.26929473876953,29.326535352699384,28.78751426422486,28.78751426422486,8304000
2006-06-29,29.789230346679688,30.042044686584436,29.345611564055034,29.374232776356827,9986800
2006-06-30,29.603195190429688,29.908480824240073,29.550723880934918,29.78922850980502,8103100
2006-07-03,29.932331085205078,30.051583400285576,29.698595747003093,29.70336685860803,3133300
2006-07-05,30.471359252929688,30.54290956708293,29.836935913488794,29.93710744509114,9895500
2006-07-06,30.519060134887695,30.81480544312681,30.375957683781436,30.47135992440107,8434200
2006-07-07,30.375957489013672,31.005609725561047,30.209004933734587,30.600152480085338,8958300
2006-07-10,30.657394409179688,30.76710817916958,30.23762742168693,30.33779896508998,6305000
2006-07-11,31.148723602294922,31.263204869895677,30.77665311382818,30.781424228105593,8775700
2006-07-12,30.943599700927734,31.430147665826656,30.767104920694642,31.26796622395793,9700200
2006-07-13,30.976987838745117,31.39198363720079,30.95313591592452,31.034226630646607,10201800
2006-07-14,31.663867950439453,31.859443460433308,31.215481797484248,31.234562601334225,14930500
2006-07-17,30.943599700927734,31.644800430486498,30.781414619766267,31.344285832104173,10740900
2006-07-18,31.267967224121094,31.51601050764642,30.905439065775276,31.196415087181503,8677300
2006-07-19,31.47784996032715,31.64480252603978,31.034231063266173,31.267968294556837,9964200
2006-07-20,31.158252716064453,31.597100474488215,31.101010280025047,31.506471166541797,8366600
2006-07-21,30.743255615234375,31.377679016273174,30.72417844104208,31.377679016273174,10087800
2006-07-24,31.61139678955078,31.78789149647562,30.838644246309073,30.838644246309073,8368400
2006-07-25,31.93578338623047,32.03595858009794,31.387225392986583,31.682968942882898,8346300
2006-07-26,32.198123931884766,32.44139966503846,31.84036699930827,31.94053850371468,8369300
2006-07-27,32.30784225463867,32.66082812598793,32.21720932092096,32.64651842893613,9268500
2006-07-28,31.506458282470703,31.697259045991522,30.972206682455063,31.625710579316856,15358000
2006-07-31,31.377681732177734,31.573257357860847,31.124867300377318,31.339520101903954,9143300
2006-08-01,31.60186195373535,31.69726234542619,31.129623828069878,31.349047640392136,7228700
2006-08-02,31.468299865722656,31.997780408565458,31.377666946353923,31.721114178391595,10020300
2006-08-03,31.24411964416504,31.549405407559973,31.24411964416504,31.358600895614796,10382000
2006-08-04,31.32044219970703,31.501704480363784,30.98653340149517,31.46831396447193,7626500
2006-08-07,31.878538131713867,31.973938553172516,31.39198652011347,31.444457843703567,9229100
2006-08-08,32.055015563964844,32.164729277076304,31.821282083864546,31.883291967358964,8544700
2006-08-09,32.18859100341797,32.55111547182958,32.1122677641993,32.20290070094838,10704900
2006-08-10,32.126590728759766,32.2887758594294,31.888085966646784,32.097971321880244,8830800
2006-08-11,32.365089416503906,32.43187044621838,32.01210345382835,32.126584699154144,5109000
2006-08-14,31.983489990234375,32.25061415868539,31.682971661433132,32.19814281998339,6260600
2006-08-15,31.89285659790039,32.31739477688871,31.721132880636148,32.31739477688871,7278400
2006-08-16,31.445743560791016,32.21013148778434,31.2245961467772,32.21013148778434,9467500
2006-08-17,31.801504135131836,31.811117488306383,31.16210794836876,31.16210794836876,11987700
2006-08-18,32.335147857666016,32.35918308399635,31.80632519673492,31.897664925302653,9074300
2006-08-21,32.157257080078125,32.474552754019015,32.080339250765064,32.412053120644615,7934000
2006-08-22,31.99380874633789,32.10437882871094,31.830352376638594,32.01784396659234,6892000
2006-08-23,31.57554817199707,32.03706609520041,31.450552588269577,31.940917903298285,7566200
2006-08-24,32.080352783203125,32.080352783203125,31.54672159216035,31.57556533184253,5336500
2006-08-25,32.09956359863281,32.44570297465528,32.07071987323714,32.11398912914924,4349400
2006-08-28,31.806312561035156,31.96976523929959,31.662086589068682,31.878421879199568,5449300
2006-08-29,31.60439682006836,31.72939242327056,31.311140020912614,31.714970559020113,7134000
2006-08-30,31.33998680114746,31.671700675843873,30.840008065986286,31.60920470938082,9205200
2006-08-31,30.96021270751953,31.340004567835454,30.93617380873434,31.340004567835454,6609700
2006-09-01,31.166915893554688,31.200568130783466,30.907311348724622,31.114033282506778,6277300
2006-09-05,31.892841339111328,32.28224996694407,31.41690153600303,31.599588242434223,13338500
2006-09-06,31.354406356811523,31.91207250678524,31.296715237372048,31.77265505233715,11065400
2006-09-07,31.440954208374023,31.945737957965573,31.243845552947683,31.253462577408566,7998200
2006-09-08,30.873666763305664,31.469793828169216,30.82559265075242,31.440950094201206,6574500
2006-09-11,29.806396484375,30.614053826148233,29.508333033025867,30.590016776410444,18665200
2006-09-12,29.51313018798828,29.960226137726142,29.306408325898357,29.806386868344163,11857200
2006-09-13,29.993885040283203,30.094841739431413,29.556404176731814,29.61890196692749,9513200
2006-09-14,29.8304443359375,30.181390524135587,29.566033025257845,30.02755114941615,8014800
2006-09-15,29.7054386138916,29.849662740589697,29.44102740929355,29.835240878092666,10521900
2006-09-18,30.21503257751465,30.383295597651486,29.671788271174933,29.806397220156896,8206300
2006-09-19,29.75351333618164,30.35925724850459,29.575636970649672,30.29195094298369,7752300
2006-09-20,29.26795196533203,29.897730955919215,29.258336780922676,29.758315366755806,9623200
2006-09-21,29.8304443359375,29.99389890081565,29.364119533654836,29.364119533654836,9061000
2006-09-22,29.777559280395508,30.01312683531222,29.455458688922093,29.950629021328627,7444100
2006-09-25,29.892940521240234,30.205427765634735,29.191048183205407,29.54680103008447,10800900
2006-09-26,30.570791244506836,30.62367386265052,29.825631581169514,29.892936064657967,10870500
2006-09-27,30.86404800415039,31.12846111005081,30.42176032502557,30.690980108347027,12291600
2006-09-28,31.022687911987305,31.210179459791433,30.806352639234394,30.820774501708783,9956300
2006-09-29,31.181346893310547,31.315955881667016,30.772711416422737,30.960203031322084,6797400
2006-10-02,31.013078689575195,31.416905563909246,30.9890398037043,31.200570262347295,7955600
2006-10-03,30.258317947387695,30.772720665887004,30.248702754770743,30.76791215262329,12808700
2006-10-04,30.62367057800293,30.734242479575567,29.91216323272501,30.40733345148714,11281000
2006-10-05,30.710205078125,30.993846677673172,30.48905944359414,30.83039033158499,9577800
2006-10-06,30.604442596435547,30.710207829647818,30.19099868541622,30.53713811490395,8886400
2006-10-09,30.40251922607422,30.859230416673164,30.35444330216913,30.777500429080025,7807100
2006-10-10,30.71982192993164,30.72943528360187,30.287147658390825,30.330415085544907,10930900
2006-10-11,30.335220336914062,30.68616824840014,30.287146235183894,30.590018211030372,9417600
2006-10-12,30.777502059936523,30.84481019087919,30.436173068623244,30.522707902328783,8136600
2006-10-13,30.86404800415039,31.114039243877965,30.739054218196337,30.940969514164866,7704500
2006-10-16,31.27267074584961,31.344780038986933,30.854418506565366,30.964992202405185,7813300
2006-10-17,31.214990615844727,31.335177703743742,31.10922539164258,31.301525465844772,6809000
2006-10-18,31.056350708007812,31.450564310243767,30.892897987289878,31.21980709654553,8085200
2006-10-19,31.556325912475586,31.556325912475586,30.940968523343237,31.15249900128974,7052200
2006-10-20,31.38326072692871,31.671709086322267,31.210190977728598,31.64767386260107,9599500
